"ibge_mun1","ibge_mun2","sigla_mun1","sigla_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
4115358,4102000,"41","41",PR,PR,Maripá,Assis Chateaubriand
4115358,4127700,"41","41",PR,PR,Maripá,Toledo
4115358,4117909,"41","41",PR,PR,Maripá,Palotina
4115358,4117222,"41","41",PR,PR,Maripá,Nova Santa Rosa
4117404,4117503,"41","41",PR,PR,Ourizona,Paiçandu
4117404,4107306,"41","41",PR,PR,Ourizona,Doutor Camargo
4117404,4114104,"41","41",PR,PR,Ourizona,Mandaguaçu
4117404,4125308,"41","41",PR,PR,Ourizona,São Jorge do Ivaí
4117404,4120408,"41","41",PR,PR,Ourizona,Presidente Castelo Branco
4117404,4127205,"41","41",PR,PR,Ourizona,Terra Boa
2407401,2406908,"24","24",RN,RN,Martins,Lucrécia
2407401,2410207,"24","24",RN,RN,Martins,Portalegre
2407401,2414902,"24","24",RN,RN,Martins,Viçosa
2407401,2404002,"24","24",RN,RN,Martins,Frutuoso Gomes
2407401,2413557,"24","24",RN,RN,Martins,Serrinha dos Pintos
2407401,2400901,"24","24",RN,RN,Martins,Antônio Martins
2407401,2414506,"24","24",RN,RN,Martins,Umarizal
3156403,3145000,"31","31",MG,MG,Romaria,Nova Ponte
3156403,3131604,"31","31",MG,MG,Romaria,Iraí de Minas
3156403,3143104,"31","31",MG,MG,Romaria,Monte Carmelo
3156403,3124807,"31","31",MG,MG,Romaria,Estrela do Sul
4115705,4119954,"41","41",PR,PR,Matinhos,Pontal do Paraná
4115705,4118204,"41","41",PR,PR,Matinhos,Paranaguá
4115705,4109609,"41","41",PR,PR,Matinhos,Guaratuba
4115903,4100905,"41","41",PR,PR,Mirador,Amaporã
4115903,4118402,"41","41",PR,PR,Mirador,Paranavaí
4115903,4116505,"41","41",PR,PR,Mirador,Nova Aliança do Ivaí
4115903,4109104,"41","41",PR,PR,Mirador,Guaporema
4115903,4118006,"41","41",PR,PR,Mirador,Paraíso do Norte
4117107,3544251,"41","35",PR,SP,Nova Londrina,Rosana
4117107,4111308,"41","41",PR,PR,Nova Londrina,Itaúna do Sul
4117107,4107108,"41","41",PR,PR,Nova Londrina,Diamante do Norte
4117107,4115002,"41","41",PR,PR,Nova Londrina,Marilena
4117107,4108908,"41","41",PR,PR,Nova Londrina,Guairaçá
4117107,4113502,"41","41",PR,PR,Nova Londrina,Loanda
4117107,4127304,"41","41",PR,PR,Nova Londrina,Terra Rica
4120655,4128005,"41","41",PR,PR,Quarto Centenário,Ubiratã
4120655,4116703,"41","41",PR,PR,Quarto Centenário,Nova Aurora
4120655,4108205,"41","41",PR,PR,Quarto Centenário,Formosa do Oeste
4120655,4121356,"41","41",PR,PR,Quarto Centenário,Rancho Alegre D'Oeste
4120655,4108601,"41","41",PR,PR,Quarto Centenário,Goioerê
4124053,4125704,"41","41",PR,PR,Santa Terezinha de Itaipu,São Miguel do Iguaçu
4124053,4108304,"41","41",PR,PR,Santa Terezinha de Itaipu,Foz do Iguaçu
4124103,4112801,"41","41",PR,PR,Santo Antônio da Platina,Joaquim Távora
4124103,4112900,"41","41",PR,PR,Santo Antônio da Platina,Jundiaí do Sul
4124103,4100103,"41","41",PR,PR,Santo Antônio da Platina,Abatiá
4124103,4102406,"41","41",PR,PR,Santo Antônio da Platina,Bandeirantes
4124103,4102703,"41","41",PR,PR,Santo Antônio da Platina,Barra do Jacaré
4124103,4109005,"41","41",PR,PR,Santo Antônio da Platina,Guapirama
4124103,4111803,"41","41",PR,PR,Santo Antônio da Platina,Jacarezinho
4117206,4105607,"41","41",PR,PR,Nova Olímpia,Cidade Gaúcha
4117206,4126801,"41","41",PR,PR,Nova Olímpia,Tapejara
4117206,4126900,"41","41",PR,PR,Nova Olímpia,Tapira
4117206,4106605,"41","41",PR,PR,Nova Olímpia,Cruzeiro do Oeste
4117206,4114708,"41","41",PR,PR,Nova Olímpia,Maria Helena
4117255,4103057,"41","41",PR,PR,Nova Prata do Iguaçu,Boa Vista da Aparecida
4117255,4104600,"41","41",PR,PR,Nova Prata do Iguaçu,Capitão Leônidas Marques
4117255,4121406,"41","41",PR,PR,Nova Prata do Iguaçu,Realeza
4117255,4123808,"41","41",PR,PR,Nova Prata do Iguaçu,Santa Izabel do Oeste
4117255,4103024,"41","41",PR,PR,Nova Prata do Iguaçu,Boa Esperança do Iguaçu
4117255,4127858,"41","41",PR,PR,Nova Prata do Iguaçu,Três Barras do Paraná
4117255,4123006,"41","41",PR,PR,Nova Prata do Iguaçu,Salto do Lontra
4117214,4124301,"41","41",PR,PR,Nova Santa Bárbara,Santo Antônio do Paraíso
4117214,4123204,"41","41",PR,PR,Nova Santa Bárbara,Santa Cecília do Pavão
4117214,4124707,"41","41",PR,PR,Nova Santa Bárbara,São Jerônimo da Serra
4117214,4126009,"41","41",PR,PR,Nova Santa Bárbara,São Sebastião da Amoreira
4118006,4116505,"41","41",PR,PR,Paraíso do Norte,Nova Aliança do Ivaí
4118006,4126702,"41","41",PR,PR,Paraíso do Norte,Tamboara
4118006,4122602,"41","41",PR,PR,Paraíso do Norte,Rondon
4118006,4109104,"41","41",PR,PR,Paraíso do Norte,Guaporema
4118006,4115903,"41","41",PR,PR,Paraíso do Norte,Mirador
4118006,4124608,"41","41",PR,PR,Paraíso do Norte,São Carlos do Ivaí
4118006,4125555,"41","41",PR,PR,Paraíso do Norte,São Manoel do Paraná
4118451,4114609,"41","41",PR,PR,Pato Bragado,Marechal Cândido Rondon
4118451,4107538,"41","41",PR,PR,Pato Bragado,Entre Rios do Oeste
4121109,4107702,"41","41",PR,PR,Quinta do Sol,Fênix
4121109,4118808,"41","41",PR,PR,Quinta do Sol,Peabiru
4121109,4111100,"41","41",PR,PR,Quinta do Sol,Itambé
4121109,4107504,"41","41",PR,PR,Quinta do Sol,Engenheiro Beltrão
2513307,2516805,"25","25",PB,PB,Santa Helena,Triunfo
2513307,2301802,"25","23",PB,CE,Santa Helena,Baixio
2513307,2503704,"25","25",PB,PB,Santa Helena,Cajazeiras
2513307,2305704,"25","23",PB,CE,Santa Helena,Ipaumirim
2513307,2502201,"25","25",PB,PB,Santa Helena,Bom Jesus
2513307,2313708,"25","23",PB,CE,Santa Helena,Umari
2513307,2500700,"25","25",PB,PB,Santa Helena,São João do Rio do Peixe
4118600,4213609,"41","42",PR,SC,Paula Freitas,Porto União
4118600,4207908,"41","42",PR,SC,Paula Freitas,Irineópolis
4118600,4203808,"41","42",PR,SC,Paula Freitas,Canoinhas
4118600,4118709,"41","41",PR,PR,Paula Freitas,Paulo Frontin
4118600,4113908,"41","41",PR,PR,Paula Freitas,Mallet
4118600,4128203,"41","41",PR,PR,Paula Freitas,União da Vitória
4122909,4126603,"41","41",PR,PR,Salto do Itararé,Siqueira Campos
4122909,4104709,"41","41",PR,PR,Salto do Itararé,Carlópolis
4122909,3505005,"41","35",PR,SP,Salto do Itararé,Barão de Antonina
4122909,4124004,"41","41",PR,PR,Salto do Itararé,Santana do Itararé
4120408,4116901,"41","41",PR,PR,Presidente Castelo Branco,Nova Esperança
4120408,4102208,"41","41",PR,PR,Presidente Castelo Branco,Atalaia
4120408,4114104,"41","41",PR,PR,Presidente Castelo Branco,Mandaguaçu
4120408,4125308,"41","41",PR,PR,Presidente Castelo Branco,São Jorge do Ivaí
4120408,4107801,"41","41",PR,PR,Presidente Castelo Branco,Floraí
4120408,4117404,"41","41",PR,PR,Presidente Castelo Branco,Ourizona
4120507,3519907,"41","35",PR,SP,Primeiro de Maio,Iepê
4120507,4126405,"41","41",PR,PR,Primeiro de Maio,Sertaneja
4120507,4126504,"41","41",PR,PR,Primeiro de Maio,Sertanópolis
4120507,4100806,"41","41",PR,PR,Primeiro de Maio,Alvorada do Sul
4120507,4102802,"41","41",PR,PR,Primeiro de Maio,Bela Vista do Paraíso
4121257,4115606,"41","41",PR,PR,Ramilândia,Matelândia
4121257,4115804,"41","41",PR,PR,Ramilândia,Medianeira
4121257,4116059,"41","41",PR,PR,Ramilândia,Missal
4121257,4107157,"41","41",PR,PR,Ramilândia,Diamante D'Oeste
4123956,4119707,"41","41",PR,PR,Santa Mônica,Planaltina do Paraná
4123956,4123709,"41","41",PR,PR,Santa Mônica,Santa Isabel do Ivaí
4123956,4126900,"41","41",PR,PR,Santa Mônica,Tapira
4123956,4113502,"41","41",PR,PR,Santa Mônica,Loanda
4124202,3554300,"41","35",PR,SP,Santo Antônio do Caiuá,Teodoro Sampaio
4124202,4118402,"41","41",PR,PR,Santo Antônio do Caiuá,Paranavaí
4124202,4110300,"41","41",PR,PR,Santo Antônio do Caiuá,Inajá
4124202,4124905,"41","41",PR,PR,Santo Antônio do Caiuá,São João do Caiuá
4124608,4116901,"41","41",PR,PR,São Carlos do Ivaí,Nova Esperança
4124608,4126108,"41","41",PR,PR,São Carlos do Ivaí,São Tomé
4124608,4125308,"41","41",PR,PR,São Carlos do Ivaí,São Jorge do Ivaí
4124608,4126702,"41","41",PR,PR,São Carlos do Ivaí,Tamboara
4124608,4107801,"41","41",PR,PR,São Carlos do Ivaí,Floraí
4124608,4112405,"41","41",PR,PR,São Carlos do Ivaí,Japurá
4124608,4118006,"41","41",PR,PR,São Carlos do Ivaí,Paraíso do Norte
4124608,4125555,"41","41",PR,PR,São Carlos do Ivaí,São Manoel do Paraná
2510907,2413409,"25","24",PB,RN,Paulista,Serra Negra do Norte
2510907,2513901,"25","25",PB,PB,Paulista,São Bento
2510907,2508109,"25","25",PB,PB,Paulista,Lagoa
2510907,2512101,"25","25",PB,PB,Paulista,Pombal
2510907,2514404,"25","25",PB,PB,Paulista,São José de Espinharas
2510907,2509370,"25","25",PB,PB,Paulista,Mato Grosso
2510907,2505501,"25","25",PB,PB,Paulista,Vista Serrana
2510907,2512804,"25","25",PB,PB,Paulista,Riacho dos Cavalos
2510907,2504504,"25","25",PB,PB,Paulista,Condado
3536604,3535002,"35","35",SP,SP,Paulo de Faria,Palestina
3536604,3534203,"35","35",SP,SP,Paulo de Faria,Orindiúva
3536604,3544202,"35","35",SP,SP,Paulo de Faria,Riolândia
3536604,3133402,"35","31",SP,MG,Paulo de Faria,Itapagipe
3536604,3127107,"35","31",SP,MG,Paulo de Faria,Frutal
2614006,2614303,"26","26",PE,PE,Serrita,Moreilândia
2614006,2307106,"26","23",PE,CE,Serrita,Jardim
2614006,2612208,"26","26",PE,PE,Serrita,Salgueiro
2614006,2604304,"26","26",PE,PE,Serrita,Cedro
2614006,2615201,"26","26",PE,PE,Serrita,Terra Nova
2614006,2301901,"26","23",PE,CE,Serrita,Barbalha
2614006,2610400,"26","26",PE,PE,Serrita,Parnamirim
2614006,2606309,"26","26",PE,PE,Serrita,Granito
4125555,4122602,"41","41",PR,PR,São Manoel do Paraná,Rondon
4125555,4110409,"41","41",PR,PR,São Manoel do Paraná,Indianópolis
4125555,4112405,"41","41",PR,PR,São Manoel do Paraná,Japurá
4125555,4118006,"41","41",PR,PR,São Manoel do Paraná,Paraíso do Norte
4125555,4124608,"41","41",PR,PR,São Manoel do Paraná,São Carlos do Ivaí
4125803,4103206,"41","41",PR,PR,São Pedro do Ivaí,Bom Sucesso
4125803,4107702,"41","41",PR,PR,São Pedro do Ivaí,Fênix
4125803,4125001,"41","41",PR,PR,São Pedro do Ivaí,São João do Ivaí
4125803,4113106,"41","41",PR,PR,São Pedro do Ivaí,Kaloré
4125803,4111100,"41","41",PR,PR,São Pedro do Ivaí,Itambé
4125803,4115507,"41","41",PR,PR,São Pedro do Ivaí,Marumbi
4125902,5002001,"41","50",PR,MS,São Pedro do Paraná,Batayporã
4125902,4120200,"41","41",PR,PR,São Pedro do Paraná,Porto Rico
4125902,4115002,"41","41",PR,PR,São Pedro do Paraná,Marilena
4125902,4113502,"41","41",PR,PR,São Pedro do Paraná,Loanda
4126009,4117008,"41","41",PR,PR,São Sebastião da Amoreira,Nova Fátima
4126009,4124301,"41","41",PR,PR,São Sebastião da Amoreira,Santo Antônio do Paraíso
4126009,4101903,"41","41",PR,PR,São Sebastião da Amoreira,Assaí
4126009,4116604,"41","41",PR,PR,São Sebastião da Amoreira,Nova América da Colina
4126009,4123204,"41","41",PR,PR,São Sebastião da Amoreira,Santa Cecília do Pavão
4126009,4117214,"41","41",PR,PR,São Sebastião da Amoreira,Nova Santa Bárbara
2210375,2208106,"22","22",PI,PI,São Luis do Piauí,Pimenteiras
2210375,2209401,"22","22",PI,PI,São Luis do Piauí,Santo Antônio de Lisboa
2210375,2201804,"22","22",PI,PI,São Luis do Piauí,Bocaina
2210375,2209856,"22","22",PI,PI,São Luis do Piauí,São João da Canabrava
4126256,4115200,"41","41",PR,PR,Sarandi,Maringá
4126256,4114807,"41","41",PR,PR,Sarandi,Marialva
4127205,4113007,"41","41",PR,PR,Terra Boa,Jussara
4127205,4118808,"41","41",PR,PR,Terra Boa,Peabiru
4127205,4101705,"41","41",PR,PR,Terra Boa,Araruna
4127205,4107306,"41","41",PR,PR,Terra Boa,Doutor Camargo
4127205,4107504,"41","41",PR,PR,Terra Boa,Engenheiro Beltrão
4127205,4111605,"41","41",PR,PR,Terra Boa,Ivatuba
4127205,4125308,"41","41",PR,PR,Terra Boa,São Jorge do Ivaí
4127205,4117404,"41","41",PR,PR,Terra Boa,Ourizona
2201804,2210201,"22","22",PI,PI,Bocaina,São José do Piauí
2201804,2210938,"22","22",PI,PI,Bocaina,Sussuapara
2201804,2209401,"22","22",PI,PI,Bocaina,Santo Antônio de Lisboa
2201804,2210375,"22","22",PI,PI,Bocaina,São Luis do Piauí
2201804,2209856,"22","22",PI,PI,Bocaina,São João da Canabrava
4127304,4118402,"41","41",PR,PR,Terra Rica,Paranavaí
4127304,3544251,"41","35",PR,SP,Terra Rica,Rosana
4127304,3515350,"41","35",PR,SP,Terra Rica,Euclides da Cunha Paulista
4127304,4111308,"41","41",PR,PR,Terra Rica,Itaúna do Sul
4127304,4107108,"41","41",PR,PR,Terra Rica,Diamante do Norte
4127304,4108908,"41","41",PR,PR,Terra Rica,Guairaçá
4127304,4117107,"41","41",PR,PR,Terra Rica,Nova Londrina
4127965,4123857,"41","41",PR,PR,Turvo,Santa Maria do Oeste
4127965,4120606,"41","41",PR,PR,Turvo,Prudentópolis
4127965,4109401,"41","41",PR,PR,Turvo,Guarapuava
4127965,4104402,"41","41",PR,PR,Turvo,Cândido de Abreu
4127965,4103040,"41","41",PR,PR,Turvo,Boa Ventura de São Roque
4127965,4103958,"41","41",PR,PR,Turvo,Campina do Simão
4128104,4107256,"41","41",PR,PR,Umuarama,Douradina
4128104,4109906,"41","41",PR,PR,Umuarama,Icaraíma
4128104,4118857,"41","41",PR,PR,Umuarama,Perobal
4128104,4103479,"41","41",PR,PR,Umuarama,Cafezal do Sul
4128104,4128807,"41","41",PR,PR,Umuarama,Xambrê
4128104,4128625,"41","41",PR,PR,Umuarama,Alto Paraíso
4128104,4111555,"41","41",PR,PR,Umuarama,Ivaté
4128104,4106605,"41","41",PR,PR,Umuarama,Cruzeiro do Oeste
4128104,4114708,"41","41",PR,PR,Umuarama,Maria Helena
4128104,4115101,"41","41",PR,PR,Umuarama,Mariluz
2209856,2210201,"22","22",PI,PI,São João da Canabrava,São José do Piauí
2209856,2208106,"22","22",PI,PI,São João da Canabrava,Pimenteiras
2209856,2204709,"22","22",PI,PI,São João da Canabrava,Inhuma
2209856,2210375,"22","22",PI,PI,São João da Canabrava,São Luis do Piauí
2209856,2201804,"22","22",PI,PI,São João da Canabrava,Bocaina
2209856,2205599,"22","22",PI,PI,São João da Canabrava,Lagoa do Sítio
4128302,4116901,"41","41",PR,PR,Uniflor,Nova Esperança
4128302,4113601,"41","41",PR,PR,Uniflor,Lobato
4128302,4102208,"41","41",PR,PR,Uniflor,Atalaia
4128302,4106704,"41","41",PR,PR,Uniflor,Cruzeiro do Sul
4321600,4305454,"43","43",RS,RS,Tramandaí,Cidreira
4321600,4313508,"43","43",RS,RS,Tramandaí,Osório
4321600,4310330,"43","43",RS,RS,Tramandaí,Imbé
2301901,2614303,"23","26",CE,PE,Barbalha,Moreilândia
2301901,2307106,"23","23",CE,CE,Barbalha,Jardim
2301901,2307304,"23","23",CE,CE,Barbalha,Juazeiro do Norte
2301901,2614006,"23","26",CE,PE,Barbalha,Serrita
2301901,2304202,"23","23",CE,CE,Barbalha,Crato
2301901,2308401,"23","23",CE,CE,Barbalha,Missão Velha
2516904,2408607,"25","24",PB,RN,Uiraúna,Paraná
2516904,2407005,"25","24",PB,RN,Uiraúna,Luís Gomes
2516904,2513653,"25","25",PB,PB,Uiraúna,Joca Claudino
2516904,2512077,"25","25",PB,PB,Uiraúna,Poço de José de Moura
2516904,2512036,"25","25",PB,PB,Uiraúna,Poço Dantas
2516904,2517209,"25","25",PB,PB,Uiraúna,Vieirópolis
2516904,2500700,"25","25",PB,PB,Uiraúna,São João do Rio do Peixe
2504801,2502607,"25","25",PB,PB,Coremas,Igaracy
2504801,2512101,"25","25",PB,PB,Coremas,Pombal
2504801,2511301,"25","25",PB,PB,Coremas,Piancó
2504801,2514206,"25","25",PB,PB,Coremas,São José da Lagoa Tapada
2504801,2500205,"25","25",PB,PB,Coremas,Aguiar
2504801,2503753,"25","25",PB,PB,Coremas,Cajazeirinhas
2504801,2505907,"25","25",PB,PB,Coremas,Emas
4210001,4212809,"42","42",SC,SC,Luiz Alves,Balneário Piçarras
4210001,4207106,"42","42",SC,SC,Luiz Alves,Ilhota
4210001,4216354,"42","42",SC,SC,Luiz Alves,São João do Itaperiú
4210001,4205902,"42","42",SC,SC,Luiz Alves,Gaspar
4210001,4202404,"42","42",SC,SC,Luiz Alves,Blumenau
4210001,4210605,"42","42",SC,SC,Luiz Alves,Massaranduba
4210001,4211306,"42","42",SC,SC,Luiz Alves,Navegantes
4210001,4202107,"42","42",SC,SC,Luiz Alves,Barra Velha
4201307,4206504,"42","42",SC,SC,Araquari,Guaramirim
4201307,4216206,"42","42",SC,SC,Araquari,São Francisco do Sul
4201307,4209102,"42","42",SC,SC,Araquari,Joinville
4201307,4216354,"42","42",SC,SC,Araquari,São João do Itaperiú
4201307,4202057,"42","42",SC,SC,Araquari,Balneário Barra do Sul
4201307,4202107,"42","42",SC,SC,Araquari,Barra Velha
4203709,4216305,"42","42",SC,SC,Canelinha,São João Batista
4203709,4202909,"42","42",SC,SC,Canelinha,Brusque
4203709,4218004,"42","42",SC,SC,Canelinha,Tijucas
4203709,4203204,"42","42",SC,SC,Canelinha,Camboriú
4203709,4202305,"42","42",SC,SC,Canelinha,Biguaçu
4203709,4211504,"42","42",SC,SC,Canelinha,Nova Trento
4305355,4301107,"43","43",RS,RS,Charqueadas,Arroio dos Ratos
4305355,4306767,"43","43",RS,RS,Charqueadas,Eldorado do Sul
4305355,4322004,"43","43",RS,RS,Charqueadas,Triunfo
4305355,4318408,"43","43",RS,RS,Charqueadas,São Jerônimo
4200903,4200606,"42","42",SC,SC,Angelina,Águas Mornas
4200903,4209805,"42","42",SC,SC,Angelina,Leoberto Leal
4200903,4210209,"42","42",SC,SC,Angelina,Major Gercino
4200903,4217253,"42","42",SC,SC,Angelina,São Pedro de Alcântara
4200903,4201208,"42","42",SC,SC,Angelina,Antônio Carlos
4200903,4214300,"42","42",SC,SC,Angelina,Rancho Queimado
4208450,4216206,"42","42",SC,SC,Itapoá,São Francisco do Sul
4208450,4109609,"42","41",SC,PR,Itapoá,Guaratuba
4208450,4205803,"42","42",SC,SC,Itapoá,Garuva
2500775,2513984,"25","25",PB,PB,Aparecida,São Francisco
2500775,2512101,"25","25",PB,PB,Aparecida,Pombal
2500775,2514206,"25","25",PB,PB,Aparecida,São José da Lagoa Tapada
2500775,2516201,"25","25",PB,PB,Aparecida,Sousa
2500775,2513968,"25","25",PB,PB,Aparecida,São Domingos
4213500,4202453,"42","42",SC,SC,Porto Belo,Bombinhas
4213500,4218004,"42","42",SC,SC,Porto Belo,Tijucas
4213500,4208302,"42","42",SC,SC,Porto Belo,Itapema
4213500,4203204,"42","42",SC,SC,Porto Belo,Camboriú
3171030,3135100,"31","31",MG,MG,Verdelândia,Janaúba
3171030,3170909,"31","31",MG,MG,Verdelândia,Varzelândia
3171030,3162401,"31","31",MG,MG,Verdelândia,São João da Ponte
3171030,3135050,"31","31",MG,MG,Verdelândia,Jaíba
4211504,4219200,"42","42",SC,SC,Nova Trento,Vidal Ramos
4211504,4202701,"42","42",SC,SC,Nova Trento,Botuverá
4211504,4209805,"42","42",SC,SC,Nova Trento,Leoberto Leal
4211504,4210209,"42","42",SC,SC,Nova Trento,Major Gercino
4211504,4216305,"42","42",SC,SC,Nova Trento,São João Batista
4211504,4202909,"42","42",SC,SC,Nova Trento,Brusque
4211504,4203709,"42","42",SC,SC,Nova Trento,Canelinha
2605301,2614303,"26","26",PE,PE,Exu,Moreilândia
2605301,2304202,"26","23",PE,CE,Exu,Crato
2605301,2606309,"26","26",PE,PE,Exu,Granito
2605301,2602001,"26","26",PE,PE,Exu,Bodocó
2605301,2301307,"26","23",PE,CE,Exu,Araripe
2605301,2312106,"26","23",PE,CE,Exu,Santana do Cariri
4202107,4212809,"42","42",SC,SC,Barra Velha,Balneário Piçarras
4202107,4216354,"42","42",SC,SC,Barra Velha,São João do Itaperiú
4202107,4210001,"42","42",SC,SC,Barra Velha,Luiz Alves
4202107,4201307,"42","42",SC,SC,Barra Velha,Araquari
3204708,3200136,"32","32",ES,ES,São Gabriel da Palha,Águia Branca
3204708,3205176,"32","32",ES,ES,São Gabriel da Palha,Vila Valério
3204708,3204906,"32","32",ES,ES,São Gabriel da Palha,São Mateus
3204708,3204658,"32","32",ES,ES,São Gabriel da Palha,São Domingos do Norte
3204708,3203908,"32","32",ES,ES,São Gabriel da Palha,Nova Venécia
2208007,2204352,"22","22",PI,PI,Picos,Geminiano
2208007,2209351,"22","22",PI,PI,Picos,Santana do Piauí
2208007,2210938,"22","22",PI,PI,Picos,Sussuapara
2208007,2204808,"22","22",PI,PI,Picos,Ipiranga do Piauí
2208007,2203404,"22","22",PI,PI,Picos,Dom Expedito Lopes
2208007,2207553,"22","22",PI,PI,Picos,Paquetá
2208007,2200954,"22","22",PI,PI,Picos,Aroeiras do Itaim
2610400,2612455,"26","26",PE,PE,Parnamirim,Santa Cruz
2610400,2609808,"26","26",PE,PE,Parnamirim,Orocó
2610400,2612604,"26","26",PE,PE,Parnamirim,Santa Maria da Boa Vista
2610400,2609907,"26","26",PE,PE,Parnamirim,Ouricuri
2610400,2603009,"26","26",PE,PE,Parnamirim,Cabrobó
2610400,2615201,"26","26",PE,PE,Parnamirim,Terra Nova
2610400,2614006,"26","26",PE,PE,Parnamirim,Serrita
2610400,2606309,"26","26",PE,PE,Parnamirim,Granito
2610400,2602001,"26","26",PE,PE,Parnamirim,Bodocó
5221304,5205109,"52","52",GO,GO,Três Ranchos,Catalão
5221304,3100104,"52","31",GO,MG,Três Ranchos,Abadia dos Dourados
5221304,3127909,"52","31",GO,MG,Três Ranchos,Grupiara
5221304,3115003,"52","31",GO,MG,Três Ranchos,Cascalho Rico
5221304,3123502,"52","31",GO,MG,Três Ranchos,Douradoquara
5221304,5215504,"52","52",GO,GO,Três Ranchos,Ouvidor
3121258,3170107,"31","31",MG,MG,Delta,Uberaba
3121258,3520103,"31","35",MG,SP,Delta,Igarapava
3121258,3118205,"31","31",MG,MG,Delta,Conquista
3170529,3116159,"31","31",MG,MG,Urucuia,Chapada Gaúcha
3170529,3104502,"31","31",MG,MG,Urucuia,Arinos
3170529,3150570,"31","31",MG,MG,Urucuia,Pintópolis
3170529,3164209,"31","31",MG,MG,Urucuia,São Romão
3170529,3154457,"31","31",MG,MG,Urucuia,Riachinho
2404408,2411056,"24","24",RN,RN,Grossos,Tibau
2404408,2408003,"24","24",RN,RN,Grossos,Mossoró
2404408,2401107,"24","24",RN,RN,Grossos,Areia Branca
2307601,2404309,"23","24",CE,RN,Limoeiro do Norte,Governador Dix-Sept Rosado
2307601,2308708,"23","23",CE,CE,Limoeiro do Norte,Morada Nova
2307601,2311504,"23","23",CE,CE,Limoeiro do Norte,Quixeré
2307601,2313104,"23","23",CE,CE,Limoeiro do Norte,Tabuleiro do Norte
2307601,2312502,"23","23",CE,CE,Limoeiro do Norte,São João do Jaguaribe
2307601,2311801,"23","23",CE,CE,Limoeiro do Norte,Russas
2613503,2609303,"26","26",PE,PE,São José do Belmonte,Mirandiba
2613503,2613909,"26","26",PE,PE,São José do Belmonte,Serra Talhada
2613503,2302503,"26","23",PE,CE,São José do Belmonte,Brejo Santo
2613503,2307205,"26","23",PE,CE,São José do Belmonte,Jati
2613503,2616100,"26","26",PE,PE,São José do Belmonte,Verdejante
2613503,2308104,"26","23",PE,CE,São José do Belmonte,Mauriti
2613503,2513356,"26","25",PE,PB,São José do Belmonte,Santa Inês
2313955,2312205,"23","23",CE,CE,Varjota,Santa Quitéria
2313955,2311702,"23","23",CE,CE,Varjota,Reriutaba
2313955,2310951,"23","23",CE,CE,Varjota,Pires Ferreira
2313955,2303105,"23","23",CE,CE,Varjota,Cariré
2305605,2313302,"23","23",CE,CE,Independência,Tauá
2305605,2302404,"23","23",CE,CE,Independência,Boa Viagem
2305605,2309409,"23","23",CE,CE,Independência,Novo Oriente
2305605,2310506,"23","23",CE,CE,Independência,Pedra Branca
2305605,2311264,"23","23",CE,CE,Independência,Quiterianópolis
2305605,2313203,"23","23",CE,CE,Independência,Tamboril
2305605,2304103,"23","23",CE,CE,Independência,Crateús
2310951,2312205,"23","23",CE,CE,Pires Ferreira,Santa Quitéria
2310951,2305803,"23","23",CE,CE,Pires Ferreira,Ipu
2310951,2311702,"23","23",CE,CE,Pires Ferreira,Reriutaba
2310951,2313955,"23","23",CE,CE,Pires Ferreira,Varjota
2310951,2305209,"23","23",CE,CE,Pires Ferreira,Hidrolândia
2206951,2209906,"22","22",PI,PI,Novo Santo Antônio,São João da Serra
2206951,2202604,"22","22",PI,PI,Novo Santo Antônio,Castelo do Piauí
2206951,2200301,"22","22",PI,PI,Novo Santo Antônio,Alto Longá
2206951,2202208,"22","22",PI,PI,Novo Santo Antônio,Campo Maior
2206951,2210656,"22","22",PI,PI,Novo Santo Antônio,Sigefredo Pacheco
2302909,2302107,"23","23",CE,CE,Capistrano,Baturité
2302909,2306504,"23","23",CE,CE,Capistrano,Itapiúna
2302909,2309102,"23","23",CE,CE,Capistrano,Mulungu
2302909,2301406,"23","23",CE,CE,Capistrano,Aratuba
2311264,2201051,"23","22",CE,PI,Quiterianópolis,Assunção do Piauí
2311264,2313302,"23","23",CE,CE,Quiterianópolis,Tauá
2311264,2310308,"23","23",CE,CE,Quiterianópolis,Parambu
2311264,2309409,"23","23",CE,CE,Quiterianópolis,Novo Oriente
2311264,2208106,"23","22",CE,PI,Quiterianópolis,Pimenteiras
2311264,2305605,"23","23",CE,CE,Quiterianópolis,Independência
2504306,2409308,"25","24",PB,RN,Catolé do Rocha,Patu
2504306,2507408,"25","25",PB,PB,Catolé do Rocha,Jericó
2504306,2502805,"25","25",PB,PB,Catolé do Rocha,Brejo do Cruz
2504306,2405900,"25","24",PB,RN,Catolé do Rocha,João Dias
2504306,2513901,"25","25",PB,PB,Catolé do Rocha,São Bento
2504306,2502003,"25","25",PB,PB,Catolé do Rocha,Belém do Brejo do Cruz
2504306,2502904,"25","25",PB,PB,Catolé do Rocha,Brejo dos Santos
2504306,2400505,"25","24",PB,RN,Catolé do Rocha,Alexandria
2504306,2509370,"25","25",PB,PB,Catolé do Rocha,Mato Grosso
2504306,2400901,"25","24",PB,RN,Catolé do Rocha,Antônio Martins
2504306,2512804,"25","25",PB,PB,Catolé do Rocha,Riacho dos Cavalos
2504306,2400604,"25","24",PB,RN,Catolé do Rocha,Almino Afonso
2313401,2209872,"23","22",CE,PI,Tianguá,São João da Fronteira
