"ibge_mun1","ibge_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
"1718204","1721000","TO","TO","Porto Nacional","Palmas"
"1718303","1718808","TO","TO","Praia Norte","Sampaio"
"1718303","1720200","TO","TO","Praia Norte","São Miguel do Tocantins"
"1718303","1720804","TO","TO","Praia Norte","Sítio Novo do Tocantins"
"1718402","1721307","TO","TO","Presidente Kennedy","Tupiratins"
"1718451","1716109","TO","TO","Pugmil","Paraíso do Tocantins"
"1718451","1718204","TO","TO","Pugmil","Porto Nacional"
"1718501","2101400","TO","MA","Recursolândia","Balsas"
"1718550","1717206","TO","TO","Riachinho","Piraquê"
"1718550","1722107","TO","TO","Riachinho","Xambioá"
"1718659","1717909","TO","TO","Rio da Conceição","Ponte Alta do Tocantins"
"1718659","1718006","TO","TO","Rio da Conceição","Porto Alegre do Tocantins"
"1718709","1716505","TO","TO","Rio dos Bois","Pedro Afonso"
"1718709","1721109","TO","TO","Rio dos Bois","Tocantínia"
"1718709","1721257","TO","TO","Rio dos Bois","Tupirama"
"1718758","1716505","TO","TO","Rio Sono","Pedro Afonso"
"1718758","1721109","TO","TO","Rio Sono","Tocantínia"
"1718808","1718303","TO","TO","Sampaio","Praia Norte"
"1718881","1721257","TO","TO","Santa Maria do Tocantins","Tupirama"
"1718907","1717008","TO","TO","Santa Rosa do Tocantins","Pindorama do Tocantins"
"1718907","1720499","TO","TO","Santa Rosa do Tocantins","São Valério"
"1718907","1720655","TO","TO","Santa Rosa do Tocantins","Silvanópolis"
"1719004","1717909","TO","TO","Santa Tereza do Tocantins","Ponte Alta do Tocantins"
"1719004","1721000","TO","TO","Santa Tereza do Tocantins","Palmas"
"1720150","2100501","TO","MA","São Félix do Tocantins","Alto Parnaíba"
"1720200","1718303","TO","TO","São Miguel do Tocantins","Praia Norte"
"1720200","1720804","TO","TO","São Miguel do Tocantins","Sítio Novo do Tocantins"
"1720259","1715754","TO","TO","São Salvador do Tocantins","Palmeirópolis"
"1720259","1716208","TO","TO","São Salvador do Tocantins","Paranã"
"1720259","1716604","TO","TO","São Salvador do Tocantins","Peixe"
"1720499","1716208","TO","TO","São Valério","Paranã"
"1720499","1716604","TO","TO","São Valério","Peixe"
"1720499","1718907","TO","TO","São Valério","Santa Rosa do Tocantins"
"1720655","1717008","TO","TO","Silvanópolis","Pindorama do Tocantins"
"1720655","1717909","TO","TO","Silvanópolis","Ponte Alta do Tocantins"
"1720655","1718204","TO","TO","Silvanópolis","Porto Nacional"
"1720655","1718907","TO","TO","Silvanópolis","Santa Rosa do Tocantins"
"1720804","1718303","TO","TO","Sítio Novo do Tocantins","Praia Norte"
"1720804","1720200","TO","TO","Sítio Novo do Tocantins","São Miguel do Tocantins"
"1720853","1716604","TO","TO","Sucupira","Peixe"
"1720903","1717800","TO","TO","Taguatinga","Ponte Alta do Bom Jesus"
"1720937","1717800","TO","TO","Taipas do Tocantins","Ponte Alta do Bom Jesus"
"1720978","1716604","TO","TO","Talismã","Peixe"
"1721000","1718204","TO","TO","Palmas","Porto Nacional"
"1721000","1719004","TO","TO","Palmas","Santa Tereza do Tocantins"
"1721109","1716505","TO","TO","Tocantínia","Pedro Afonso"
"1721109","1718709","TO","TO","Tocantínia","Rio dos Bois"
"1721109","1718758","TO","TO","Tocantínia","Rio Sono"
"1721208","2102556","TO","MA","Tocantinópolis","Campestre do Maranhão"
"1721257","1716505","TO","TO","Tupirama","Pedro Afonso"
"1721257","1718709","TO","TO","Tupirama","Rio dos Bois"
"1721257","1718881","TO","TO","Tupirama","Santa Maria do Tocantins"
"1721307","1718402","TO","TO","Tupiratins","Presidente Kennedy"
"1722081","1717206","TO","TO","Wanderlândia","Piraquê"
"1722107","1717206","TO","TO","Xambioá","Piraquê"
"1722107","1718550","TO","TO","Xambioá","Riachinho"
"2100055","2100600","MA","MA","Açailândia","Amarante do Maranhão"
"2100055","2102002","MA","MA","Açailândia","Bom Jardim"
"2100055","2102036","MA","MA","Açailândia","Bom Jesus das Selvas"
"2100105","2100303","MA","MA","Afonso Cunha","Aldeias Altas"
"2100154","2100907","MA","MA","Água Doce do Maranhão","Araioses"
"2100204","2101350","MA","MA","Alcântara","Bacurituba"
"2100204","2101905","MA","MA","Alcântara","Bequimão"
"2100303","2100105","MA","MA","Aldeias Altas","Afonso Cunha"
"2100402","2102150","MA","MA","Altamira do Maranhão","Brejo de Areia"
"2100436","2101202","MA","MA","Alto Alegre do Maranhão","Bacabal"
"2100477","2102002","MA","MA","Alto Alegre do Pindaré","Bom Jardim"
"2100477","2102325","MA","MA","Alto Alegre do Pindaré","Buriticupu"
"2100501","1720150","MA","TO","Alto Parnaíba","São Félix do Tocantins"
"2100501","2101400","MA","MA","Alto Parnaíba","Balsas"
"2100550","2102606","MA","MA","Amapá do Maranhão","Cândido Mendes"
"2100600","2100055","MA","MA","Amarante do Maranhão","Açailândia"
"2100600","2100956","MA","MA","Amarante do Maranhão","Arame"
"2100600","2102036","MA","MA","Amarante do Maranhão","Bom Jesus das Selvas"
"2100600","2102325","MA","MA","Amarante do Maranhão","Buriticupu"
"2100600","2102358","MA","MA","Amarante do Maranhão","Buritirana"
"2100709","2101004","MA","MA","Anajatuba","Arari"
"2100709","2102408","MA","MA","Anajatuba","Cajapió"
"2100808","2102101","MA","MA","Anapurus","Brejo"
"2100808","2102200","MA","MA","Anapurus","Buriti"
"2100832","2101301","MA","MA","Apicum-Açu","Bacuri"
"2100907","2100154","MA","MA","Araioses","Água Doce do Maranhão"
"2100956","2100600","MA","MA","Arame","Amarante do Maranhão"
"2101004","2100709","MA","MA","Arari","Anajatuba"
"2101004","2102507","MA","MA","Arari","Cajari"
"2101103","2102374","MA","MA","Axixá","Cachoeira Grande"
"2101202","2100436","MA","MA","Bacabal","Alto Alegre do Maranhão"
"2101202","2102077","MA","MA","Bacabal","Bom Lugar"
"2101301","2100832","MA","MA","Bacuri","Apicum-Açu"
"2101350","2100204","MA","MA","Bacurituba","Alcântara"
"2101350","2102408","MA","MA","Bacurituba","Cajapió"
"2101400","1718501","MA","TO","Balsas","Recursolândia"
"2101400","2100501","MA","MA","Balsas","Alto Parnaíba"
"2101905","2100204","MA","MA","Bequimão","Alcântara"
"2102002","2100055","MA","MA","Bom Jardim","Açailândia"
"2102002","2100477","MA","MA","Bom Jardim","Alto Alegre do Pindaré"
"2102002","2102036","MA","MA","Bom Jardim","Bom Jesus das Selvas"
"2102002","2102325","MA","MA","Bom Jardim","Buriticupu"
"2102036","2100055","MA","MA","Bom Jesus das Selvas","Açailândia"
"2102036","2100600","MA","MA","Bom Jesus das Selvas","Amarante do Maranhão"
"2102036","2102002","MA","MA","Bom Jesus das Selvas","Bom Jardim"
"2102036","2102325","MA","MA","Bom Jesus das Selvas","Buriticupu"
"2102077","2101202","MA","MA","Bom Lugar","Bacabal"
"2102101","2100808","MA","MA","Brejo","Anapurus"
"2102101","2102200","MA","MA","Brejo","Buriti"
"2102150","2100402","MA","MA","Brejo de Areia","Altamira do Maranhão"
"2102200","2100808","MA","MA","Buriti","Anapurus"
"2102200","2102101","MA","MA","Buriti","Brejo"
"2102325","2100477","MA","MA","Buriticupu","Alto Alegre do Pindaré"
"2102325","2100600","MA","MA","Buriticupu","Amarante do Maranhão"
"2102325","2102002","MA","MA","Buriticupu","Bom Jardim"
"2102325","2102036","MA","MA","Buriticupu","Bom Jesus das Selvas"
"2102358","2100600","MA","MA","Buritirana","Amarante do Maranhão"
"2102374","2101103","MA","MA","Cachoeira Grande","Axixá"
"2102408","2100709","MA","MA","Cajapió","Anajatuba"
"2102408","2101350","MA","MA","Cajapió","Bacurituba"
"2102507","2101004","MA","MA","Cajari","Arari"
"2102556","1721208","MA","TO","Campestre do Maranhão","Tocantinópolis"
"2102606","2100550","MA","MA","Cândido Mendes","Amapá do Maranhão"
"2102903","2105658","MA","MA","Carutapera","Junco do Maranhão"
"2102903","2106201","MA","MA","Carutapera","Luís Domingues"
"2103000","2103307","MA","MA","Caxias","Codó"
"2103000","2103406","MA","MA","Caxias","Coelho Neto"
"2103000","2106607","MA","MA","Caxias","Matões"
"2103000","2107803","MA","MA","Caxias","Parnarama"
"2103109","2104909","MA","MA","Cedral","Guimarães"
"2103109","2106805","MA","MA","Cedral","Mirinzal"
"2103109","2109056","MA","MA","Cedral","Porto Rico do Maranhão"
"2103125","2104909","MA","MA","Central do Maranhão","Guimarães"
"2103125","2106805","MA","MA","Central do Maranhão","Mirinzal"
"2103125","2108603","MA","MA","Central do Maranhão","Pinheiro"
"2103158","2103174","MA","MA","Centro do Guilherme","Centro Novo do Maranhão"
"2103158","2104677","MA","MA","Centro do Guilherme","Governador Nunes Freire"
"2103158","2106326","MA","MA","Centro do Guilherme","Maracaçumé"
"2103158","2106375","MA","MA","Centro do Guilherme","Maranhãozinho"
"2103174","2103158","MA","MA","Centro Novo do Maranhão","Centro do Guilherme"
"2103174","2105427","MA","MA","Centro Novo do Maranhão","Itinga do Maranhão"
"2103174","2105658","MA","MA","Centro Novo do Maranhão","Junco do Maranhão"
"2103174","2106326","MA","MA","Centro Novo do Maranhão","Maracaçumé"
"2103174","2106375","MA","MA","Centro Novo do Maranhão","Maranhãozinho"
"2103174","2107357","MA","MA","Centro Novo do Maranhão","Nova Olinda do Maranhão"
"2103208","2103307","MA","MA","Chapadinha","Codó"
"2103208","2103406","MA","MA","Chapadinha","Coelho Neto"
"2103208","2106409","MA","MA","Chapadinha","Mata Roma"
"2103208","2107209","MA","MA","Chapadinha","Nina Rodrigues"
"2103257","2105302","MA","MA","Cidelândia","Imperatriz"
"2103307","2103000","MA","MA","Codó","Caxias"
"2103307","2103208","MA","MA","Codó","Chapadinha"
"2103307","2103604","MA","MA","Codó","Coroatá"
"2103307","2103802","MA","MA","Codó","Dom Pedro"
"2103307","2104404","MA","MA","Codó","Gonçalves Dias"
"2103307","2104503","MA","MA","Codó","Governador Archer"
"2103307","2108454","MA","MA","Codó","Peritoró"
"2103406","2103000","MA","MA","Coelho Neto","Caxias"
"2103406","2103208","MA","MA","Coelho Neto","Chapadinha"
"2103406","2103901","MA","MA","Coelho Neto","Duque Bacelar"
"2103505","2104206","MA","MA","Colinas","Fortuna"
"2103505","2105450","MA","MA","Colinas","Jatobá"
"2103505","2106706","MA","MA","Colinas","Mirador"
"2103505","2107704","MA","MA","Colinas","Paraibano"
"2103505","2107902","MA","MA","Colinas","Passagem Franca"
"2103554","2105906","MA","MA","Conceição do Lago-Açu","Lago Verde"
"2103554","2106631","MA","MA","Conceição do Lago-Açu","Matões do Norte"
"2103554","2108702","MA","MA","Conceição do Lago-Açu","Pio XII"
"2103604","2103307","MA","MA","Coroatá","Codó"
"2103604","2108454","MA","MA","Coroatá","Peritoró"
"2103604","2108801","MA","MA","Coroatá","Pirapemas"
"2103703","2106805","MA","MA","Cururupu","Mirinzal"
"2103703","2109056","MA","MA","Cururupu","Porto Rico do Maranhão"
"2103752","2104552","MA","MA","Davinópolis","Governador Edison Lobão"
"2103752","2105302","MA","MA","Davinópolis","Imperatriz"
"2103802","2103307","MA","MA","Dom Pedro","Codó"
"2103802","2104503","MA","MA","Dom Pedro","Governador Archer"
"2103802","2109106","MA","MA","Dom Pedro","Presidente Dutra"
"2103901","2103406","MA","MA","Duque Bacelar","Coelho Neto"
"2104008","2105609","MA","MA","Esperantinópolis","Joselândia"
"2104008","2105708","MA","MA","Esperantinópolis","Lago da Pedra"
"2104008","2108207","MA","MA","Esperantinópolis","Pedreiras"
"2104008","2108900","MA","MA","Esperantinópolis","Poção de Pedras"
"2104057","2109007","MA","MA","Estreito","Porto Franco"
"2104073","2104107","MA","MA","Feira Nova do Maranhão","Fortaleza dos Nogueiras"
"2104073","2107258","MA","MA","Feira Nova do Maranhão","Nova Colinas"
"2104081","2104099","MA","MA","Fernando Falcão","Formosa da Serra Negra"
"2104081","2104800","MA","MA","Fernando Falcão","Grajaú"
"2104081","2106706","MA","MA","Fernando Falcão","Mirador"
"2104099","2104081","MA","MA","Formosa da Serra Negra","Fernando Falcão"
"2104099","2104107","MA","MA","Formosa da Serra Negra","Fortaleza dos Nogueiras"
"2104099","2104800","MA","MA","Formosa da Serra Negra","Grajaú"
"2104099","2106706","MA","MA","Formosa da Serra Negra","Mirador"
"2104107","2104073","MA","MA","Fortaleza dos Nogueiras","Feira Nova do Maranhão"
"2104107","2104099","MA","MA","Fortaleza dos Nogueiras","Formosa da Serra Negra"
"2104107","2106706","MA","MA","Fortaleza dos Nogueiras","Mirador"
"2104107","2107258","MA","MA","Fortaleza dos Nogueiras","Nova Colinas"
"2104206","2103505","MA","MA","Fortuna","Colinas"
"2104206","2104602","MA","MA","Fortuna","Governador Eugênio Barros"
"2104206","2104628","MA","MA","Fortuna","Governador Luiz Rocha"
"2104206","2105450","MA","MA","Fortuna","Jatobá"
"2104206","2107803","MA","MA","Fortuna","Parnarama"
"2104305","2106201","MA","MA","Godofredo Viana","Luís Domingues"
"2104404","2103307","MA","MA","Gonçalves Dias","Codó"
"2104404","2104503","MA","MA","Gonçalves Dias","Governador Archer"
"2104404","2104602","MA","MA","Gonçalves Dias","Governador Eugênio Barros"
"2104404","2104701","MA","MA","Gonçalves Dias","Graça Aranha"
"2104404","2109106","MA","MA","Gonçalves Dias","Presidente Dutra"
"2104503","2103307","MA","MA","Governador Archer","Codó"
"2104503","2103802","MA","MA","Governador Archer","Dom Pedro"
"2104503","2104404","MA","MA","Governador Archer","Gonçalves Dias"
"2104503","2109106","MA","MA","Governador Archer","Presidente Dutra"
"2104552","2103752","MA","MA","Governador Edison Lobão","Davinópolis"
"2104552","2105302","MA","MA","Governador Edison Lobão","Imperatriz"
"2104552","2107001","MA","MA","Governador Edison Lobão","Montes Altos"
"2104602","2104206","MA","MA","Governador Eugênio Barros","Fortuna"
"2104602","2104404","MA","MA","Governador Eugênio Barros","Gonçalves Dias"
"2104602","2104628","MA","MA","Governador Eugênio Barros","Governador Luiz Rocha"
"2104602","2104701","MA","MA","Governador Eugênio Barros","Graça Aranha"
"2104602","2107803","MA","MA","Governador Eugênio Barros","Parnarama"
"2104628","2104206","MA","MA","Governador Luiz Rocha","Fortuna"
"2104628","2104602","MA","MA","Governador Luiz Rocha","Governador Eugênio Barros"
"2104628","2104701","MA","MA","Governador Luiz Rocha","Graça Aranha"
"2104651","2106904","MA","MA","Governador Newton Bello","Monção"
"2104677","2103158","MA","MA","Governador Nunes Freire","Centro do Guilherme"
"2104677","2106326","MA","MA","Governador Nunes Freire","Maracaçumé"
"2104677","2106375","MA","MA","Governador Nunes Freire","Maranhãozinho"
"2104701","2104404","MA","MA","Graça Aranha","Gonçalves Dias"
"2104701","2104602","MA","MA","Graça Aranha","Governador Eugênio Barros"
"2104701","2104628","MA","MA","Graça Aranha","Governador Luiz Rocha"
"2104701","2109106","MA","MA","Graça Aranha","Presidente Dutra"
"2104800","2104081","MA","MA","Grajaú","Fernando Falcão"
"2104800","2104099","MA","MA","Grajaú","Formosa da Serra Negra"
"2104800","2105351","MA","MA","Grajaú","Itaipava do Grajaú"
"2104800","2105476","MA","MA","Grajaú","Jenipapo dos Vieiras"
"2104909","2103109","MA","MA","Guimarães","Cedral"
"2104909","2103125","MA","MA","Guimarães","Central do Maranhão"
"2104909","2106805","MA","MA","Guimarães","Mirinzal"
"2105005","2105104","MA","MA","Humberto de Campos","Icatu"
"2105005","2107100","MA","MA","Humberto de Campos","Morros"
"2105104","2105005","MA","MA","Icatu","Humberto de Campos"
"2105104","2107100","MA","MA","Icatu","Morros"
"2105153","2106904","MA","MA","Igarapé do Meio","Monção"
"2105153","2108702","MA","MA","Igarapé do Meio","Pio XII"
"2105203","2105807","MA","MA","Igarapé Grande","Lago do Junco"
"2105203","2105948","MA","MA","Igarapé Grande","Lago dos Rodrigues"
"2105203","2108900","MA","MA","Igarapé Grande","Poção de Pedras"
"2105302","2103257","MA","MA","Imperatriz","Cidelândia"
"2105302","2103752","MA","MA","Imperatriz","Davinópolis"
"2105302","2104552","MA","MA","Imperatriz","Governador Edison Lobão"
"2105302","2105500","MA","MA","Imperatriz","João Lisboa"
"2105351","2104800","MA","MA","Itaipava do Grajaú","Grajaú"
"2105351","2105476","MA","MA","Itaipava do Grajaú","Jenipapo dos Vieiras"
"2105351","2105963","MA","MA","Itaipava do Grajaú","Lagoa Grande do Maranhão"
"2105401","2106755","MA","MA","Itapecuru Mirim","Miranda do Norte"
"2105427","2103174","MA","MA","Itinga do Maranhão","Centro Novo do Maranhão"
"2105450","2103505","MA","MA","Jatobá","Colinas"
"2105450","2104206","MA","MA","Jatobá","Fortuna"
"2105476","2104800","MA","MA","Jenipapo dos Vieiras","Grajaú"
"2105476","2105351","MA","MA","Jenipapo dos Vieiras","Itaipava do Grajaú"
"2105500","2105302","MA","MA","João Lisboa","Imperatriz"
"2105609","2104008","MA","MA","Joselândia","Esperantinópolis"
"2105609","2108207","MA","MA","Joselândia","Pedreiras"
"2105658","2102903","MA","MA","Junco do Maranhão","Carutapera"
"2105658","2103174","MA","MA","Junco do Maranhão","Centro Novo do Maranhão"
"2105658","2106326","MA","MA","Junco do Maranhão","Maracaçumé"
"2105708","2104008","MA","MA","Lago da Pedra","Esperantinópolis"
"2105708","2105807","MA","MA","Lago da Pedra","Lago do Junco"
"2105708","2105948","MA","MA","Lago da Pedra","Lago dos Rodrigues"
"2105708","2105963","MA","MA","Lago da Pedra","Lagoa Grande do Maranhão"
"2105708","2106359","MA","MA","Lago da Pedra","Marajá do Sena"
"2105708","2108108","MA","MA","Lago da Pedra","Paulo Ramos"
"2105708","2108900","MA","MA","Lago da Pedra","Poção de Pedras"
"2105807","2105203","MA","MA","Lago do Junco","Igarapé Grande"
"2105807","2105708","MA","MA","Lago do Junco","Lago da Pedra"
"2105807","2105948","MA","MA","Lago do Junco","Lago dos Rodrigues"
"2105906","2103554","MA","MA","Lago Verde","Conceição do Lago-Açu"
"2105906","2107407","MA","MA","Lago Verde","Olho d'Água das Cunhãs"
"2105906","2108702","MA","MA","Lago Verde","Pio XII"
"2105922","2107803","MA","MA","Lagoa do Mato","Parnarama"
"2105922","2107902","MA","MA","Lagoa do Mato","Passagem Franca"
"2105948","2105203","MA","MA","Lago dos Rodrigues","Igarapé Grande"
"2105948","2105708","MA","MA","Lago dos Rodrigues","Lago da Pedra"
"2105948","2105807","MA","MA","Lago dos Rodrigues","Lago do Junco"
"2105948","2108900","MA","MA","Lago dos Rodrigues","Poção de Pedras"
"2105963","2105351","MA","MA","Lagoa Grande do Maranhão","Itaipava do Grajaú"
"2105963","2105708","MA","MA","Lagoa Grande do Maranhão","Lago da Pedra"
"2105963","2106359","MA","MA","Lagoa Grande do Maranhão","Marajá do Sena"
"2105989","2107001","MA","MA","Lajeado Novo","Montes Altos"
"2105989","2109007","MA","MA","Lajeado Novo","Porto Franco"
"2106003","2108207","MA","MA","Lima Campos","Pedreiras"
"2106003","2108454","MA","MA","Lima Campos","Peritoró"
"2106102","2106706","MA","MA","Loreto","Mirador"
"2106201","2102903","MA","MA","Luís Domingues","Carutapera"
"2106201","2104305","MA","MA","Luís Domingues","Godofredo Viana"
"2106326","2103158","MA","MA","Maracaçumé","Centro do Guilherme"
"2106326","2103174","MA","MA","Maracaçumé","Centro Novo do Maranhão"
"2106326","2104677","MA","MA","Maracaçumé","Governador Nunes Freire"
"2106326","2105658","MA","MA","Maracaçumé","Junco do Maranhão"
"2106359","2105708","MA","MA","Marajá do Sena","Lago da Pedra"
"2106359","2105963","MA","MA","Marajá do Sena","Lagoa Grande do Maranhão"
"2106359","2108108","MA","MA","Marajá do Sena","Paulo Ramos"
"2106375","2103158","MA","MA","Maranhãozinho","Centro do Guilherme"
"2106375","2103174","MA","MA","Maranhãozinho","Centro Novo do Maranhão"
"2106375","2104677","MA","MA","Maranhãozinho","Governador Nunes Freire"
"2106375","2107357","MA","MA","Maranhãozinho","Nova Olinda do Maranhão"
"2106409","2103208","MA","MA","Mata Roma","Chapadinha"
"2106508","2107456","MA","MA","Matinha","Olinda Nova do Maranhão"
"2106607","2103000","MA","MA","Matões","Caxias"
"2106607","2107803","MA","MA","Matões","Parnarama"
"2106631","2103554","MA","MA","Matões do Norte","Conceição do Lago-Açu"
"2106631","2106755","MA","MA","Matões do Norte","Miranda do Norte"
"2106631","2108801","MA","MA","Matões do Norte","Pirapemas"
"2106706","2103505","MA","MA","Mirador","Colinas"
"2106706","2104081","MA","MA","Mirador","Fernando Falcão"
"2106706","2104099","MA","MA","Mirador","Formosa da Serra Negra"
"2106706","2104107","MA","MA","Mirador","Fortaleza dos Nogueiras"
"2106706","2106102","MA","MA","Mirador","Loreto"
"2106755","2105401","MA","MA","Miranda do Norte","Itapecuru Mirim"
"2106755","2106631","MA","MA","Miranda do Norte","Matões do Norte"
"2106805","2103109","MA","MA","Mirinzal","Cedral"
"2106805","2103125","MA","MA","Mirinzal","Central do Maranhão"
"2106805","2103703","MA","MA","Mirinzal","Cururupu"
"2106805","2104909","MA","MA","Mirinzal","Guimarães"
"2106805","2108603","MA","MA","Mirinzal","Pinheiro"
"2106805","2109056","MA","MA","Mirinzal","Porto Rico do Maranhão"
"2106904","2104651","MA","MA","Monção","Governador Newton Bello"
"2106904","2105153","MA","MA","Monção","Igarapé do Meio"
"2106904","2108306","MA","MA","Monção","Penalva"
"2106904","2108504","MA","MA","Monção","Pindaré-Mirim"
"2107001","2104552","MA","MA","Montes Altos","Governador Edison Lobão"
"2107001","2105989","MA","MA","Montes Altos","Lajeado Novo"
"2107100","2105005","MA","MA","Morros","Humberto de Campos"
"2107100","2105104","MA","MA","Morros","Icatu"
"2107100","2107209","MA","MA","Morros","Nina Rodrigues"
"2107209","2103208","MA","MA","Nina Rodrigues","Chapadinha"
"2107209","2107100","MA","MA","Nina Rodrigues","Morros"
"2107258","2104073","MA","MA","Nova Colinas","Feira Nova do Maranhão"
"2107258","2104107","MA","MA","Nova Colinas","Fortaleza dos Nogueiras"
"2107308","2108009","MA","MA","Nova Iorque","Pastos Bons"
"2107357","2103174","MA","MA","Nova Olinda do Maranhão","Centro Novo do Maranhão"
"2107357","2106375","MA","MA","Nova Olinda do Maranhão","Maranhãozinho"
"2107357","2108256","MA","MA","Nova Olinda do Maranhão","Pedro do Rosário"
"2107407","2105906","MA","MA","Olho d'Água das Cunhãs","Lago Verde"
"2107407","2108702","MA","MA","Olho d'Água das Cunhãs","Pio XII"
"2107456","2106508","MA","MA","Olinda Nova do Maranhão","Matinha"
"2107605","2108405","MA","MA","Palmeirândia","Peri Mirim"
"2107605","2108603","MA","MA","Palmeirândia","Pinheiro"
"2107704","2103505","MA","MA","Paraibano","Colinas"
"2107704","2107902","MA","MA","Paraibano","Passagem Franca"
"2107704","2108009","MA","MA","Paraibano","Pastos Bons"
"2107803","2103000","MA","MA","Parnarama","Caxias"
"2107803","2104206","MA","MA","Parnarama","Fortuna"
"2107803","2104602","MA","MA","Parnarama","Governador Eugênio Barros"
"2107803","2105922","MA","MA","Parnarama","Lagoa do Mato"
"2107803","2106607","MA","MA","Parnarama","Matões"
"2107902","2103505","MA","MA","Passagem Franca","Colinas"
"2107902","2105922","MA","MA","Passagem Franca","Lagoa do Mato"
"2107902","2107704","MA","MA","Passagem Franca","Paraibano"
"2108009","2107308","MA","MA","Pastos Bons","Nova Iorque"
"2108009","2107704","MA","MA","Pastos Bons","Paraibano"
"2108108","2105708","MA","MA","Paulo Ramos","Lago da Pedra"
"2108108","2106359","MA","MA","Paulo Ramos","Marajá do Sena"
"2108207","2104008","MA","MA","Pedreiras","Esperantinópolis"
"2108207","2105609","MA","MA","Pedreiras","Joselândia"
"2108207","2106003","MA","MA","Pedreiras","Lima Campos"
"2108207","2108900","MA","MA","Pedreiras","Poção de Pedras"
"2108256","2107357","MA","MA","Pedro do Rosário","Nova Olinda do Maranhão"
"2108256","2108306","MA","MA","Pedro do Rosário","Penalva"
"2108256","2108603","MA","MA","Pedro do Rosário","Pinheiro"
"2108306","2106904","MA","MA","Penalva","Monção"
"2108306","2108256","MA","MA","Penalva","Pedro do Rosário"
"2108405","2107605","MA","MA","Peri Mirim","Palmeirândia"
"2108405","2108603","MA","MA","Peri Mirim","Pinheiro"
"2108454","2103307","MA","MA","Peritoró","Codó"
"2108454","2103604","MA","MA","Peritoró","Coroatá"
"2108454","2106003","MA","MA","Peritoró","Lima Campos"
"2108504","2106904","MA","MA","Pindaré-Mirim","Monção"
"2108603","2103125","MA","MA","Pinheiro","Central do Maranhão"
"2108603","2106805","MA","MA","Pinheiro","Mirinzal"
"2108603","2107605","MA","MA","Pinheiro","Palmeirândia"
"2108603","2108256","MA","MA","Pinheiro","Pedro do Rosário"
"2108603","2108405","MA","MA","Pinheiro","Peri Mirim"
"2108702","2103554","MA","MA","Pio XII","Conceição do Lago-Açu"
"2108702","2105153","MA","MA","Pio XII","Igarapé do Meio"
"2108702","2105906","MA","MA","Pio XII","Lago Verde"
"2108702","2107407","MA","MA","Pio XII","Olho d'Água das Cunhãs"
"2108801","2103604","MA","MA","Pirapemas","Coroatá"
"2108801","2106631","MA","MA","Pirapemas","Matões do Norte"
"2108900","2104008","MA","MA","Poção de Pedras","Esperantinópolis"
"2108900","2105203","MA","MA","Poção de Pedras","Igarapé Grande"
"2108900","2105708","MA","MA","Poção de Pedras","Lago da Pedra"
"2108900","2105948","MA","MA","Poção de Pedras","Lago dos Rodrigues"
"2108900","2108207","MA","MA","Poção de Pedras","Pedreiras"
"2109007","2104057","MA","MA","Porto Franco","Estreito"
"2109007","2105989","MA","MA","Porto Franco","Lajeado Novo"
"2109056","2103109","MA","MA","Porto Rico do Maranhão","Cedral"
"2109056","2103703","MA","MA","Porto Rico do Maranhão","Cururupu"
"2109056","2106805","MA","MA","Porto Rico do Maranhão","Mirinzal"
"2109106","2103802","MA","MA","Presidente Dutra","Dom Pedro"
"2109106","2104404","MA","MA","Presidente Dutra","Gonçalves Dias"
"2109106","2104503","MA","MA","Presidente Dutra","Governador Archer"
"2109106","2104701","MA","MA","Presidente Dutra","Graça Aranha"
"2109205","2109304","MA","MA","Presidente Juscelino","Presidente Vargas"
"2109205","2109601","MA","MA","Presidente Juscelino","Rosário"
"2109205","2110203","MA","MA","Presidente Juscelino","Santa Rita"
"2109239","2109809","MA","MA","Presidente Médici","Santa Helena"
"2109239","2110039","MA","MA","Presidente Médici","Santa Luzia do Paruá"
"2109239","2112456","MA","MA","Presidente Médici","Turilândia"
"2109270","2109809","MA","MA","Presidente Sarney","Santa Helena"
"2109304","2109205","MA","MA","Presidente Vargas","Presidente Juscelino"
"2109304","2112704","MA","MA","Presidente Vargas","Vargem Grande"
"2109403","2110278","MA","MA","Primeira Cruz","Santo Amaro do Maranhão"
"2109403","2112605","MA","MA","Primeira Cruz","Urbano Santos"
"2109452","2111201","MA","MA","Raposa","São José de Ribamar"
"2109601","2109205","MA","MA","Rosário","Presidente Juscelino"
"2109601","2110203","MA","MA","Rosário","Santa Rita"
"2109601","2111300","MA","MA","Rosário","São Luís"
"2109700","2111607","MA","MA","Sambaíba","São Raimundo das Mangabeiras"
"2109700","2112001","MA","MA","Sambaíba","Tasso Fragoso"
"2109759","2110708","MA","MA","Santa Filomena do Maranhão","São Domingos do Maranhão"
"2109759","2112308","MA","MA","Santa Filomena do Maranhão","Tuntum"
"2109809","2109239","MA","MA","Santa Helena","Presidente Médici"
"2109809","2109270","MA","MA","Santa Helena","Presidente Sarney"
"2109809","2110039","MA","MA","Santa Helena","Santa Luzia do Paruá"
"2109809","2111789","MA","MA","Santa Helena","Serrano do Maranhão"
"2109809","2112456","MA","MA","Santa Helena","Turilândia"
"2109908","2110005","MA","MA","Santa Inês","Santa Luzia"
"2109908","2111722","MA","MA","Santa Inês","Satubinha"
